FeatureID,Name,Formula,calc_mw,mz,rt,annot_source,Annot. Source: mzVault Search
Feature0422,NA,C8 H9 N O3,167.05815,168.06543,1.748,NA,No results
Feature0421,NA,NA,189.06995,207.10379,8.833,NA,No results
Feature0420,NA,C4 H6 Cl N3 O,147.02002,148.02729,0.977,NA,No results
Feature0419,NA,C11 H19 N2 O P S,258.09622,259.10349,4.217,NA,No results
Feature0418,NA,C6 H15 N O5,181.09491,182.10218,1.643,NA,No results
Feature0417,NA,C8 H15 N O6,221.08979,222.09707,1.75,NA,No results
Feature0416,NA,C22 H14 N2,306.11494,307.12222,6.685,NA,No results
Feature0415,NA,C5 H15 N10 O P S,294.0884,295.09568,1.81,NA,No results
Feature0414,NA,C5 H13 N6 O2 P,220.08465,221.09192,3.966,NA,No results
Feature0413,NA,C12 H22 N4 O2 S2,318.11731,319.12456,1.355,NA,No results
Feature0412,NA,C3 H12 N4 P2,166.05388,167.06112,4.281,NA,No results
Feature0411,NA,C11 H20 N2 O2 S2,276.0956,277.10287,1.668,NA,No results
Feature0410,NA,C5 H8 O4,132.04219,133.04945,8.031,NA,No results
Feature0409,NA,C10 H19 N O6,249.12106,250.12834,2.705,NA,No results
Feature0408,NA,C5 H6 O5,146.02144,147.02871,3.036,NA,No results
Feature0407,NA,C15 H25 N5 O9,419.16514,420.17242,2.587,NA,No results
Feature0406,NA,C6 H21 N4 O7 P3,354.06257,355.06985,1.384,NA,No results
Feature0405,NA,C6 H12 N3 P,157.07649,158.08377,8.834,NA,No results
Feature0404,NA,C9 H12 N2 O4,212.07955,230.11337,5.795,NA,No results
Feature0403,NA,C8 H9 N4 O P S,240.02241,263.01163,1.065,NA,No results
Feature0402,NA,C8 H10 N2 O2,166.07412,167.08138,1.492,NA,No results
Feature0401,NA,C H3 Cl N2 O10 P2,299.89551,300.90279,0.978,NA,No results
Feature0400,NA,C19 H27 O3 P S,366.14238,367.14965,8.794,NA,No results
Feature0399,NA,C5 H11 N6 O P,202.07404,203.08131,5.895,NA,No results
Feature0398,NA,C3 H6 Cl O4 P3,233.91682,251.9511,0.977,NA,No results
Feature0397,NA,C7 H10 O7,206.04244,224.07625,1.515,NA,No results
Feature0396,NA,C8 H11 N O6,217.05851,218.06579,1.864,NA,No results
Feature0395,NA,C8 H21 N10 O3 P,336.15316,337.16044,1.993,NA,No results
Feature0394,NA,C4 H5 N O P2 S,176.95702,177.9643,1.169,NA,No results
Feature0393,NA,NA,284.00084,322.964,2.381,NA,No results
Feature0392,NA,C6 H11 N O2,129.07887,147.1127,1.452,NA,No results
Feature0391,NA,C6 H4 N2 O13,311.97128,312.97855,1.214,NA,No results
Feature0390,NA,C5 H9 N O8 S,243.0043,244.01158,2.495,NA,No results
Feature0389,NA,C10 H24 N9 O9 P,445.14424,446.15151,6.896,NA,No results
Feature0388,NA,C4 H5 N3 O4 P2,220.97438,221.98166,0.976,NA,No results
Feature0387,NA,C7 H8 N2 O5 S,232.01448,233.02175,1.054,NA,No results
Feature0386,NA,C H2 Cl N3 O10,250.94381,251.95109,0.976,NA,No results
Feature0385,NA,C7 H5 Cl N5 O P,240.99213,241.99941,0.976,NA,No results
Feature0384,[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.1428 Da],C7 H3 Cl N O P,182.96455,183.97183,1.169,NA,No results
Feature0383,NA,C3 H3 Cl N2 O3 S,181.9549,182.96218,0.976,NA,No results
Feature0382,NA,C11 H33 N9 P2 S,385.20721,386.21448,1.86,NA,No results
Feature0381,NA,C8 H14 N2 O5 S,250.06219,251.06947,4.383,NA,No results
Feature0380,NA,C8 H6 N4 O4 S,254.01074,255.01802,2.381,NA,No results
Feature0379,NA,C5 H13 N10 O P,260.10068,261.10796,1.386,NA,No results
Feature0378,NA,C17 H4 Cl N2 O P S2,381.92069,382.92796,0.976,NA,No results
Feature0377,NA,NA,265.96677,304.92988,1.342,NA,No results
Feature0376,NA,NA,205.12233,206.12961,2.385,NA,No results
Feature0375,NA,NA,238.06402,239.07071,1.064,NA,No results
Feature0374,NA,C14 H33 N4 O7 P,400.20679,401.21406,7.031,NA,No results
Feature0373,NA,C6 H Cl O15,347.89905,348.90591,0.977,NA,No results
Feature0372,NA,C6 H8 N2 O2,140.05847,158.09232,1.258,NA,No results
Feature0371,NA,NA,156.0034,157.01068,1.836,NA,No results
Feature0370,NA,C4 H13 N6 O2 P,208.08461,226.11843,7.216,NA,No results
Feature0369,NA,C11 H21 N O4 S2,295.09011,296.09739,1.373,NA,No results
Feature0368,NA,C2 H3 N O16 P2,358.89242,359.89969,1.244,NA,No results
Feature0367,NA,C15 H33 N6 O5 P3,470.17466,471.18194,1.525,NA,No results
Feature0366,NA,C6 H7 N8 P3,284.00085,285.00817,1.302,NA,No results
Feature0365,NA,C6 H18 Cl N2 P3 S3,341.95219,342.95946,6.396,NA,No results
Feature0364,NA,C6 H20 N7 O5 P,301.12716,319.16101,1.2,NA,No results
Feature0363,NA,C9 H12 N2 O4,212.07953,213.08681,4.059,NA,No results
Feature0362,NA,C9 H16 N4 O3,228.12206,229.12934,3.111,NA,No results
Feature0361,NA,C3 H2 N10 S2,241.99043,242.99771,1.838,NA,No results
Feature0360,NA,C12 H22 N O2 P S,275.11153,276.11881,2.095,NA,No results
Feature0359,NA,C7 H12 N2 O5,204.07444,205.08173,2.135,NA,No results
Feature0358,NA,C9 H14 N2 O6,246.08502,247.0923,2.46,NA,No results
Feature0357,NA,C7 H10 N2 O2,154.07414,155.08141,2.974,NA,No results
Feature0356,NA,C8 H10,106.07812,107.08541,11.836,NA,No results
Feature0355,NA,C H4 Cl N9 O4,241.00636,259.04023,1.17,NA,No results
Feature0354,NA,C13 H23 N5 O3,297.17996,298.18723,0.984,NA,No results
Feature0353,NA,C22 H14 N6 O3 S,442.08511,443.09239,7.073,NA,No results
Feature0352,NA,C11 H30 N4 O P2 S2,360.13197,361.13924,5.819,NA,No results
Feature0351,NA,C10 H10 P2 S2,255.96971,256.97699,1.841,NA,No results
Feature0350,NA,NA,338.13193,339.1392,4.535,NA,No results
Feature0349,NA,C28 H45 N O16 S,683.24809,684.25536,1.916,NA,No results
Feature0348,NA,C7 H Cl N6 O10 P2,425.89321,426.90049,0.977,NA,No results
Feature0347,NA,C5 H6 O3,114.0315,115.03878,4.745,NA,No results
Feature0346,NA,C9 H12 N10 O4,324.10543,325.1127,1.733,NA,No results
Feature0345,NA,C6 H7 N O4,157.03745,158.04472,3.048,NA,No results
Feature0344,NA,C6 H18 N8 O8 P2 S2,456.01595,457.02323,3.119,NA,No results
Feature0343,NA,NA,478.99897,480.00624,1.533,NA,No results
Feature0342,NA,C10 H19 N O5,233.1261,234.13338,5.755,NA,No results
Feature0341,NA,C5 H9 N2 O11 P,303.99382,305.00108,1.148,NA,No results
Feature0340,NA,C13 H26 N3 O17 P S,559.07134,560.07861,2.027,NA,No results
Feature0339,NA,C19 H42 N9 O16 P,683.24812,684.2554,1.721,NA,No results
Feature0338,NA,C H4 Cl O8 P,209.93351,210.94049,0.975,NA,No results
Feature0337,NA,C2 H7 Cl2 N2 O5 P,239.94561,240.95289,0.975,NA,No results
Feature0336,NA,C8 H13 N O5,203.07921,204.08648,3.09,NA,No results
Feature0335,NA,C12 H22 N4 O S2,302.12283,303.12971,1.642,NA,No results
Feature0334,NA,C5 H12 O7 S2,248.00229,249.00956,3.313,NA,No results
Feature0333,NA,C10 H6 N6 O S,258.03289,259.0402,1.169,NA,No results
Feature0332,NA,C4 H7 Cl N8 O S2,281.98831,282.99559,1.308,NA,No results
Feature0331,NA,C3 H3 Cl N2 O4 S,197.95051,198.95779,2.382,NA,No results
Feature0330,NA,C5 H13 N O7 P2,261.01722,262.0245,1.051,NA,No results
Feature0329,NA,C9 H15 O P S3,266.00166,267.00894,2.435,NA,No results
Feature0328,NA,C10 H17 N3 O5,259.11667,260.12394,2.291,NA,No results
Feature0327,NA,C30 H7 N9 O9 S,669.00848,670.01579,1.547,NA,No results
Feature0326,NA,C22 H45 N4 O13 P3,666.22162,667.22871,1.715,NA,No results
Feature0325,NA,C5 H14 N5 O3 P3,285.03179,286.03907,10.012,NA,No results
Feature0324,NA,C5 H10 N2 O4 P2,224.01137,225.01865,1.171,NA,No results
Feature0323,NA,C3 H11 N3 O3 S,169.05277,170.06005,8.835,NA,No results
Feature0322,NA,C10 H17 N3 O6 S,307.08363,308.09091,4.382,NA,No results
Feature0321,NA,C7 H9 N O3,155.0581,156.06538,1.363,NA,No results
Feature0320,NA,C11 H17 N O9,307.09018,308.09745,1.89,NA,No results
Feature0319,NA,C21 H16 N8 O4 P2,506.07615,507.08342,6.791,NA,No results
Feature0318,NA,C2 H5 Cl N2 O10 P2,313.91108,336.90051,0.973,NA,No results
Feature0317,NA,C25 H38 N4 O17,666.22151,684.25532,2.238,NA,No results
Feature0316,NA,C11 H19 O P S,230.09011,231.09738,2.108,NA,No results
Feature0315,NA,C11 H23 N O6 S,297.12447,298.13174,2.043,NA,No results
Feature0314,NA,C5 H20 N8 O4 P2,318.10872,319.116,4.533,NA,No results
Feature0313,NA,C10 H15 N3 O5,257.10101,258.10827,3.26,NA,No results
Feature0312,NA,C7 H4 Cl N3,165.00944,166.01671,1.534,NA,No results
Feature0311,NA,C6 H20 Cl N6 O11 P S2,482.00741,483.01468,1.534,NA,No results
Feature0310,NA,C24 H50 N9 O18 P,783.30027,784.30755,2.043,NA,No results
Feature0309,NA,C16 H19 N9,337.17485,338.18213,2.802,NA,No results
Feature0308,NA,C3 H7 N6 P S5,317.90616,318.91344,0.977,NA,No results
Feature0307,NA,C5 H2 Cl O13 P,335.89322,336.9005,0.975,NA,No results
Feature0306,NA,C5 H11 N10 P,242.09006,243.09734,1.384,NA,No results
Feature0305,NA,C7 H2 Cl O3 P S,231.91553,232.9228,0.978,NA,No results
Feature0304,NA,C6 H12 N2 O4,176.07959,177.08687,3.97,NA,No results
Feature0303,NA,C4 H12 N6 O S5,319.96766,320.97494,2.38,NA,No results
Feature0302,NA,C7 H7 N4 O2 P,210.031,211.03827,1.461,NA,No results
Feature0301,NA,C11 H14 O S3,258.0217,259.02898,1.523,NA,No results
Feature0300,NA,C19 H16 O5,324.09903,325.1063,1.545,NA,No results
Feature0299,NA,C3 H Cl N5 P3,234.91369,235.92097,0.977,NA,No results
Feature0298,NA,C8 H18 O4,178.12094,179.12828,6.867,NA,No results
Feature0297,NA,C3 H2 N5 O P3,216.94673,217.95401,0.977,NA,No results
Feature0296,NA,C9 H11 N6 O P3 S,343.99425,345.00152,4.741,NA,No results
Feature0295,NA,C2 H7 N2 O5 P3,231.95609,232.96358,0.978,NA,No results
Feature0294,NA,C4 H9 N10 P S,260.04653,261.05381,1.852,NA,No results
Feature0293,NA,C8 H13 N O5,203.07924,204.08652,3.216,NA,No results
Feature0292,NA,C4 H6 N6 O4 P2,263.99306,265.00034,1.523,NA,No results
Feature0291,NA,C6 H5 Cl N5 O2 P,244.98709,245.99436,0.976,NA,No results
Feature0290,NA,C3 H10 N3 O P3,197.00446,198.01174,2.384,NA,No results
Feature0289,NA,C9 H17 N O5,219.11051,220.11779,2.409,NA,No results
Feature0288,NA,C23 H14 O2,322.10105,323.10833,1.358,NA,No results
Feature0287,NA,C9 H18 N2 O4,218.12656,219.13384,3.772,NA,No results
Feature0286,NA,C23 H22 N2 S,358.14866,359.15594,1.781,NA,No results
Feature0285,NA,C3 H6 N10 O3 S2,294.00782,295.01509,3.082,NA,No results
Feature0284,NA,C4 H8 N10 O2 S2,292.02847,293.03575,4.096,NA,No results
Feature0283,NA,C8 H16 N2 O4,204.11085,205.11813,3.477,NA,No results
Feature0282,NA,C13 H37 N7 O12 P2,545.19532,546.20259,1.483,NA,No results
Feature0281,NA,C21 H14 N O5 P,391.06039,392.06767,6.545,NA,No results
Feature0280,NA,C7 H8 N2 O3 P2,230.00158,231.00886,1.17,NA,No results
Feature0279,NA,C19 H43 N6 O10 P,546.27606,547.28334,3.881,NA,No results
Feature0278,NA,C3 H12 N7 O10 P,337.03881,338.04608,2.302,NA,No results
Feature0277,NA,C13 H18 N2 O5,282.12139,283.12866,4.412,NA,No results
Feature0276,NA,C8 H12 N2 O6 S2,296.01222,297.0195,2.425,NA,No results
Feature0275,NA,C3 H3 Cl N5 O P3,252.92425,253.93153,0.978,NA,No results
Feature0274,NA,C9 H9 N O2 P2,225.01155,226.01882,2.212,NA,No results
Feature0273,NA,C39 H11 N4 P3 S,659.99215,660.99942,1.549,NA,No results
Feature0272,NA,C3 H3 N3 O3,129.0174,147.05122,3.475,NA,No results
Feature0271,NA,C7 H14 N2 O3 S2,238.04445,239.05173,3.802,NA,No results
Feature0270,NA,C5 H6 N3 O5 P,219.00398,220.01126,2.024,NA,No results
Feature0269,NA,C13 H15 N10 O6 P,438.09028,439.09755,4.273,NA,No results
Feature0268,NA,C34 H18 N3 O3 P3,609.05527,610.06256,4.771,NA,No results
Feature0267,NA,C11 H23 N2 P S,246.13262,247.1399,2.998,NA,No results
Feature0266,NA,C4 H15 N7 O2 S2,257.07403,258.08131,4.202,NA,No results
Feature0265,NA,C7 H23 Cl N8 O P2,332.11463,333.12191,1.055,NA,No results
Feature0264,NA,C3 H2 N4 O7 S,237.96351,238.97079,3.313,NA,No results
Feature0263,NA,NA,97.01388,98.02117,1.168,NA,No results
Feature0262,NA,C4 H4 N6 O2,168.03976,169.04704,8.842,NA,No results
Feature0261,NA,C10 H15 N3 O4,241.10598,259.13978,1.505,NA,No results
Feature0260,NA,C5 H20 N7 O3 P,257.13736,258.14464,1.944,NA,No results
Feature0259,NA,C11 H12 N2 O4,236.07953,237.08681,4.68,NA,No results
Feature0258,NA,C19 H19 N5 P2,379.11124,380.11851,1.526,NA,No results
Feature0257,NA,C5 H7 O14 P,321.95676,322.96404,1.304,NA,No results
Feature0256,NA,C5 H12 O3 S4,247.9678,248.97508,2.496,NA,No results
Feature0255,NA,C10 H24 N9 O7 P,413.15313,414.1604,1.378,NA,No results
Feature0254,NA,C19 H4 Cl N6 O P3 S3,555.85138,556.85866,0.977,NA,No results
Feature0253,NA,C19 H36 N3 O9 P,481.21684,482.22411,1.509,NA,No results
Feature0252,NA,C5 H7 N4 O5 P,234.01489,235.02217,1.055,NA,No results
Feature0251,NA,C9 H16 N2 O6,248.10062,249.1079,4.062,NA,No results
Feature0250,NA,C5 H7 N,81.05778,82.06506,1.056,NA,No results
Feature0249,NA,C11 H12 N2 O4,236.07952,237.08679,5.737,NA,No results
Feature0248,NA,C2 H5 N2 O P S3,199.92999,200.9374,0.975,NA,No results
Feature0247,NA,C4 H9 N O4 S,167.02516,168.03244,1.816,NA,No results
Feature0246,NA,C10 H15 N3 O4,241.10606,242.11334,5.344,NA,No results
Feature0245,NA,C6 H4 N4 O2 S,196.00532,197.01259,2.383,NA,No results
Feature0244,NA,NA,279.99196,318.95506,1.378,NA,No results
Feature0243,NA,C2 H5 N O9,186.99588,188.00316,1.171,NA,No results
Feature0242,NA,C11 H15 O2 P S,242.05369,243.06096,4.744,NA,No results
Feature0241,NA,C4 H8 N2 O4 P2,209.9958,211.00298,1.179,NA,No results
Feature0240,NA,C2 H8 N3 O P3,182.98883,183.99611,2.382,NA,No results
Feature0239,NA,C6 H10 S4,209.96721,210.97449,2.382,NA,No results
Feature0238,NA,NA,618.96578,619.97306,1.527,NA,No results
Feature0237,NA,C7 H9 N O2,139.06321,157.09703,1.568,NA,No results
Feature0236,NA,C8 H28 N8 O P2 S,346.16007,347.16708,1.375,NA,No results
Feature0235,NA,C17 H34 N3 O2 P3,405.18569,406.19297,5.82,NA,No results
Feature0234,NA,C16 H15 N8 O3 P S2,462.04336,463.05063,5.875,NA,No results
Feature0233,NA,C26 H20 O2 S3,460.06413,461.0714,5.875,NA,No results
Feature0232,NA,C7 H18 N5 O5 P,283.10541,284.11268,4.746,NA,No results
Feature0231,NA,C6 H15 N O6,197.08982,198.0971,2.092,NA,No results
Feature0230,NA,C5 H13 Cl N7 O6 P,333.03532,334.0426,5.586,NA,No results
Feature0229,NA,C12 H20 N8 O15 P2 S2,641.99747,643.00473,1.601,NA,No results
Feature0228,NA,C7 H14 N4 O3,202.10646,203.11374,1.836,NA,No results
Feature0227,NA,C11 H19 N O6,261.12108,262.12835,5.034,NA,No results
Feature0226,NA,C2 H5 Cl N O5 P,188.95948,189.96674,2.381,NA,No results
Feature0225,NA,NA,557.08011,558.08738,1.55,NA,No results
Feature0224,NA,C4 H N O10,222.96012,223.96739,1.245,NA,No results
Feature0223,NA,C9 H15 N O3,185.10512,186.1124,2.25,NA,No results
Feature0222,NA,C5 H13 O9 P,248.03049,249.03776,1.056,NA,No results
Feature0221,NA,C12 H20 O10,324.10556,325.11284,1.912,NA,No results
Feature0220,NA,C10 H21 N S2,219.11051,220.11778,1.509,NA,No results
Feature0219,NA,C2 H8 N3 O3 P,153.03035,154.03763,4.093,NA,No results
Feature0218,NA,C7 H16 N7 O12 P,421.05895,422.06622,6.534,NA,No results
Feature0217,NA,C8 H6 N2 O3,178.03773,179.04501,2.515,NA,No results
Feature0216,NA,NA,200.09021,201.09749,3.095,NA,No results
Feature0215,NA,C2 H8 N7 O4 P S,257.00949,258.01677,2.381,NA,No results
Feature0214,NA,C9 H12 N10 O4,324.10554,325.11281,2.066,NA,No results
Feature0213,NA,C6 H2 O8 S,233.94608,234.95336,1.842,NA,No results
Feature0212,NA,C10 H15 N3 O8,305.08582,306.0931,2.869,NA,No results
Feature0211,NA,C4 H10 O2 S,122.04004,123.04732,2.864,NA,No results
Feature0210,NA,C11 H31 N7 O2 P2 S,387.17512,388.18239,5.91,NA,No results
Feature0209,NA,C3 H9 Cl N7 P S,241.00639,242.01367,3.397,NA,No results
Feature0208,NA,C10 H13 N7 O13 S,471.02684,472.03411,3.138,NA,No results
Feature0207,NA,NA,674.07894,675.08622,5.586,NA,No results
Feature0206,NA,C9 H4 N O3 P3,266.93989,267.94716,0.976,NA,No results
Feature0205,NA,C7 H9 N O4,171.05305,172.06033,5.246,NA,No results
Feature0204,NA,C10 H11 N O4,209.06864,210.07591,3.644,NA,No results
Feature0203,NA,C5 H18 N7 O5 P,287.11156,305.14533,1.15,NA,No results
Feature0202,NA,C6 H10 N2 O4,174.06395,175.07124,1.845,NA,No results
Feature0201,NA,C6 H8 N2 O2,140.05851,141.06579,1.669,NA,No results
Feature0200,NA,NA,171.11303,172.12049,1.541,NA,No results
Feature0199,NA,C9 H14 O7,234.07375,235.08102,1.67,NA,No results
Feature0198,NA,NA,230.11826,231.12554,1.563,NA,No results
Feature0197,NA,C5 H9 N4 P3 S,249.97737,250.98465,1.373,NA,No results
Feature0196,NA,C3 H9 Cl N6 O11,340.00202,341.0093,4.745,NA,No results
Feature0195,NA,C4 H12 N9 P,217.09479,218.10206,1.547,NA,No results
Feature0194,NA,NA,363.19519,364.20247,1.557,NA,No results
Feature0193,NA,C14 H18 N P S,263.09045,264.09772,5.029,NA,No results
Feature0192,NA,C6 H6 N O P3 S,232.93833,233.94561,1.84,NA,No results
Feature0191,NA,C12 H15 N O4,237.09989,255.13373,7.448,NA,No results
Feature0190,NA,NA,267.98996,268.99724,1.201,NA,No results
Feature0189,NA,NA,144.02719,145.03447,0.975,NA,No results
Feature0188,NA,C11 H17 N O6,259.10539,260.11267,1.897,NA,No results
Feature0187,NA,C5 H13 N9 P2,261.07807,262.08534,1.679,NA,No results
Feature0186,NA,C19 H20 N5 O16 P S2,669.00866,670.01599,1.748,NA,No results
Feature0185,NA,C2 H8 N7 O15 P,400.9822,401.98948,2.786,NA,No results
Feature0184,NA,C4 H11 N10 O P,246.08488,247.09214,1.513,NA,No results
Feature0183,NA,NA,546.08998,547.09725,1.548,NA,No results
Feature0182,NA,C6 H8 Cl N4 O5 P3,343.93915,344.94643,0.978,NA,No results
Feature0181,NA,C6 H13 N7 O2 S,247.08606,248.09333,1.496,NA,No results
Feature0180,NA,C14 H17 N3 O P2,305.08569,306.09297,1.375,NA,No results
Feature0179,NA,C3 H4 Cl O14 P3,391.8506,392.85787,0.975,NA,No results
Feature0178,NA,C6 H17 N O2 P2,197.07391,198.08118,2.03,NA,No results
Feature0177,NA,C6 H2 Cl N8 O3 P,299.96674,300.97401,0.976,NA,No results
Feature0176,NA,C11 H20 N2 O5,260.13707,261.14435,5.063,NA,No results
Feature0175,NA,C7 H19 N8 O7 P3,420.05959,421.06686,6.533,NA,No results
Feature0174,NA,C4 H N2 O8 P,235.94656,236.95384,1.838,NA,No results
Feature0173,NA,C6 H2 Cl N6 O15 P,463.90059,464.90786,6.403,NA,No results
Feature0172,NA,C14 H27 N2 O6 P S,382.1309,383.13817,4.148,NA,No results
Feature0171,NA,C6 H16 N9 O P,261.12106,262.12834,4.385,NA,No results
Feature0170,[Similar to: Cytidine 5'-diphosphocholine; ΔMass: -305.1064 Da],C7 H7 N O P2,183.00091,184.00819,1.145,NA,No results
Feature0169,NA,C4 H5 N9 O8 P2,368.97492,369.98219,1.175,NA,No results
Feature0168,NA,C6 H17 N5 O3 P2,269.08169,270.08896,2.274,NA,No results
Feature0167,NA,C15 H21 N O8,343.12657,344.13384,5.067,NA,No results
Feature0166,NA,C17 H19 N9 O13 S,589.082,590.08927,3.285,NA,No results
Feature0165,NA,C5 H14 N9 O P,247.10531,248.11259,1.375,NA,No results
Feature0164,NA,C8 H13 Cl S,176.04323,177.05051,1.782,NA,No results
Feature0163,NA,C5 H7 N3 O,125.05878,126.06606,5.341,NA,No results
Feature0162,NA,NA,618.96579,619.97306,1.6,NA,No results
Feature0161,NA,C11 H21 N6 O18 P S,588.03672,589.044,1.593,NA,No results
Feature0160,NA,C8 H9 N O4,183.05295,201.08677,2.464,NA,No results
Feature0159,NA,C4 H9 N,71.07347,72.08075,1.053,NA,No results
Feature0158,NA,C6 H10 N2 O2 P2,204.02123,205.02859,2.38,NA,No results
Feature0157,NA,C13 H21 N2 P S,268.117,269.12428,2.514,NA,No results
Feature0156,NA,C12 H15 N P2,235.06904,236.07631,1.355,NA,No results
Feature0155,NA,C4 H7 N10 P,226.05884,227.06607,1.585,NA,No results
Feature0154,NA,C6 H2 N6 O P2,235.97668,236.98395,1.336,NA,No results
Feature0153,NA,C4 H9 N O4,135.05271,136.05999,2.785,NA,No results
Feature0152,NA,C9 H14 N2 O5,230.09012,231.0974,4.062,NA,No results
Feature0151,NA,NA,241.99032,280.95344,1.499,NA,No results
Feature0150,NA,C19 H11 N S,285.06114,286.06842,1.054,NA,No results
Feature0149,NA,NA,665.06167,666.06895,5.589,NA,No results
Feature0148,NA,C6 H8 N3 O5 P,233.01964,234.02691,4.533,NA,No results
Feature0147,NA,C9 H N6 P,224.00026,225.00753,3.949,NA,No results
Feature0146,NA,C7 H N2 O4 P,207.96689,208.97417,2.386,NA,No results
Feature0145,NA,C7 H22 N9 O6 P3,421.09141,422.09868,6.546,NA,No results
Feature0144,NA,C6 H19 N7 O P2,267.11228,268.11955,1.173,NA,No results
Feature0143,NA,C5 H9 N6 O P,200.05811,201.06539,5.852,NA,No results
Feature0142,NA,C8 H11 N2 O P,182.06113,183.06841,2.033,NA,No results
Feature0141,NA,C10 H14 N2 O6,258.08496,259.09226,1.956,NA,No results
Feature0140,NA,C7 H9 N O5,187.04794,205.08177,2.126,NA,No results
Feature0139,NA,C8 H19 N O6,225.12106,226.12833,2.13,NA,No results
Feature0138,NA,C5 H11 N O2 S,149.05096,150.05824,3.218,NA,No results
Feature0137,NA,C4 H12 N2 O7,200.0646,201.07188,1.05,NA,No results
Feature0136,NA,C4 H8 O4,120.04218,121.04945,1.791,NA,No results
Feature0135,NA,C23 H16 N8 O7 S,548.08556,549.09284,1.737,NA,No results
Feature0134,NA,C5 H5 N3 O3 P2,216.98016,217.98744,2.38,NA,No results
Feature0133,NA,C5 H10 N2 O3 S2,210.01312,211.0204,1.53,NA,No results
Feature0132,NA,C7 H N4 O3 P,219.97786,258.94127,0.977,NA,No results
Feature0131,NA,C16 H23 O18 P3 S,627.98158,628.98882,1.527,NA,No results
Feature0130,NA,C7 H2 N O8 P3,320.89922,321.90649,0.979,NA,No results
Feature0129,NA,C3 H8 O5 P2,185.98489,208.97415,2.382,NA,No results
Feature0128,NA,C3 H7 O5 P,154.00298,155.01027,1.375,NA,No results
Feature0127,NA,C6 H3 N O3 P2,198.95941,199.96669,1.168,NA,No results
Feature0126,NA,C9 H23 N6 O16 P3 S2,627.98195,628.9892,1.598,NA,No results
Feature0125,NA,C3 H8 N6 O3 P2 S,269.98538,270.99265,2.379,NA,No results
Feature0124,NA,C6 H8 N4 O4 P2,262.00239,263.00966,0.975,NA,No results
Feature0123,NA,C4 H9 N10 P,228.07441,251.06362,6.12,NA,No results
Feature0122,NA,C6 H7 N3 O5 P2,262.98516,263.99243,1.523,NA,No results
Feature0121,NA,NA,392.06482,393.0721,6.536,NA,No results
Feature0120,NA,NA,323.12146,324.12873,1.745,NA,No results
Feature0119,NA,C3 H9 N3 O3 S,167.03637,168.04364,1.375,NA,No results
Feature0118,NA,C15 H21 N2 O2 P S,324.10546,325.11274,2.24,NA,No results
Feature0117,NA,C5 H11 N4 O18 P,445.97981,446.98708,2.788,NA,No results
Feature0116,NA,C5 H17 N3 O3 P2,229.07555,230.08283,1.361,NA,No results
Feature0115,NA,C32 H44 N7 O2 P3 S,683.24792,684.25519,2.235,NA,No results
Feature0114,NA,C12 H23 N O8,309.14232,310.14959,2.892,NA,No results
Feature0113,NA,C26 H15 O18 P3,707.94812,708.95539,1.599,NA,No results
Feature0112,NA,C6 H10 N2 O3,158.06905,159.07633,3.974,NA,No results
Feature0111,NA,C7 H26 N10 O5 S,362.17998,363.18726,1.786,NA,No results
Feature0110,NA,C4 H6 O5 P2 S,227.94146,228.94874,0.973,NA,No results
Feature0109,NA,C H2 N3 O5 P3,228.91993,229.9272,1.245,NA,No results
Feature0108,NA,NA,213.12281,214.12967,1.634,NA,No results
Feature0107,NA,C8 H7 N4 P3,251.98888,252.99616,1.171,NA,No results
Feature0106,NA,C9 H11 N3 O5,241.06969,242.07697,2.275,NA,No results
Feature0105,NA,C7 H17 N O6,211.10543,212.11271,1.761,NA,No results
Feature0104,NA,C3 H9 N7 O2 S3,270.99924,272.00652,2.495,NA,No results
Feature0103,NA,C2 H N7 O2 P2,216.96723,217.97451,2.214,NA,No results
Feature0102,NA,NA,607.97602,608.98329,1.525,NA,No results
Feature0101,NA,C5 H14 N9 O P,247.10546,248.11273,1.948,NA,No results
Feature0100,NA,C2 H8 N O9 P S,252.96575,253.97303,3.315,NA,No results
Feature0099,NA,C21 H25 Cl N4 O2 P2 S5,621.9745,622.98178,1.569,NA,No results
Feature0098,NA,C6 H10 O5,162.0527,163.05999,5.53,NA,No results
Feature0097,NA,C9 H10 O9 S,294.00366,295.01094,2.126,NA,No results
Feature0096,NA,C14 H24 Cl N2 P S,318.10872,319.116,4.204,NA,No results
Feature0095,NA,C7 H8 Cl N2 P,186.01184,187.01911,1.376,NA,No results
Feature0094,NA,C23 H7 N S,329.03078,330.03806,1.515,NA,No results
Feature0093,NA,C8 H7 N2 P,162.03499,163.04225,2.066,NA,No results
Feature0092,NA,NA,659.99235,660.99963,1.75,NA,No results
Feature0091,NA,C3 H N3 O3 P2,188.9485,189.95578,2.381,NA,No results
Feature0090,NA,C7 H6 N3 O P S,210.99602,212.0033,2.22,NA,No results
Feature0089,NA,C7 H20 N2 O8 P2,322.0706,323.07788,1.535,NA,No results
Feature0088,NA,C2 H5 N4 O9 P S,291.95161,292.95888,3.036,NA,No results
Feature0087,NA,C4 H15 N8 O3 P,254.10003,255.10735,1.524,NA,No results
Feature0086,NA,NA,180.95463,181.96191,0.973,NA,No results
Feature0085,NA,C5 H12 O5 P2,214.01592,215.02315,2.382,NA,No results
